City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
518,Konnur,IN,71.49,overcast clouds,16.2,74.75,SHRI LAXMI JANASEVA GENRIC MEDICINE STORE
520,Alirajpur,IN,79.48,broken clouds,22.3031,74.3546,Shree Yatindrasuri Indra Bhavan
524,Sur,OM,83.35,clear sky,22.5667,59.5289,Sur Plaza Hotel
525,Yicheng,CN,74.28,scattered clouds,31.3705,119.8703,GreenTree Alliance Wuxi Yixing Jinyizhong Road Chengbei RT-Market Hotel
538,San Felipe,VE,84.52,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
539,Ogbomosho,NG,75.51,moderate rain,8.133,4.25,Living Soul Garden Hotel
541,Longido,TZ,70.41,broken clouds,-2.7333,36.6833,Longido Mountain Lodge
544,Tual,ID,81.45,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
545,Beira,MZ,73.49,few clouds,-19.8436,34.8389,Beira Terrace Hotel
547,Hurghada,EG,79.02,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
551,Savannah Bight,HN,86.05,scattered clouds,16.45,-85.85,Villa on Dunbar Rock
553,Bentiu,SS,77.65,overcast clouds,9.2333,29.8333,Mandela hôtel
555,Luanda,AO,72.93,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
558,Honolulu,US,82.96,scattered clouds,21.3069,-157.8583,Aston at the Executive Centre Hotel
560,Paka,MY,77.72,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA
561,Kharod,IN,76.89,scattered clouds,21.75,82.5667,STARiHOTELS Sheorinarayan
565,Olinda,BR,80.33,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
567,Havelock,US,84.97,scattered clouds,34.8791,-76.9013,Sherwood Motel
569,Mattru,SL,76.06,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
570,San Policarpo,PH,75.6,light rain,12.1791,125.5072,Manong Aklan Resort
571,French Harbor,HN,87.8,scattered clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
574,Tete,MZ,84.52,clear sky,-16.1564,33.5867,Zambeze Paraíso Misterioso
575,Bilma,NE,86.31,clear sky,18.6853,12.9164,Expeditions Ténére voyages
576,Manokwari,ID,78.4,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
577,La Cruz,MX,88.29,clear sky,23.9167,-106.9,LIBERADOR DE CELULAS MADRE ADULTAS
580,Jizan,SA,88.56,overcast clouds,17.3333,42.6667,شهدان. ابوالحجر
581,Najran,SA,76.78,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
586,Ranong,TH,76.05,moderate rain,9.9658,98.6348,Tinidee Hotel@Ranong
589,Santa Rosa,PH,78.1,light rain,14.3122,121.1114,Erlyn’s Sta Rosa City Home
591,Qui Nhon,VN,76.98,heavy intensity rain,13.7667,109.2333,Hoang Yen Canary Hotel
595,Nkoteng,CM,70.02,overcast clouds,4.5167,12.0333,Résidence OOCLO-Cannelle
599,Pacifica,US,83.41,broken clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
600,Praia Da Vitoria,PT,73.76,broken clouds,38.7333,-27.0667,Hotel Branco I
601,Mindelo,CV,78.35,few clouds,16.8901,-24.9804,Hotel Gaudi
606,Vila Velha,BR,71.94,overcast clouds,-20.3297,-40.2925,Quality Suites Vila Velha
610,Presidencia Roque Saenz Pena,AR,70.32,overcast clouds,-26.7852,-60.4388,Hotel Gualok
611,Dodge City,US,82.22,clear sky,37.7528,-100.0171,Windsor Inn & Suites
615,Springdale,US,78.53,scattered clouds,36.1867,-94.1288,Springdale Inn
616,Mount Isa,AU,71.37,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
623,Lagoa,PT,71.94,broken clouds,39.05,-27.9833,Casa Das Faias
624,Nouadhibou,MR,70.43,clear sky,20.931,-17.0347,El Medina
629,Barmer,IN,84.58,clear sky,25.75,71.3833,OYO 71911 Hotel Amber Palace
630,Huron,US,78.53,scattered clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
633,Palauig,PH,80.55,light rain,15.435,119.9045,Alperi Botique Resort
639,Mizdah,LY,75.51,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
641,Sulangan,PH,79.41,overcast clouds,11.1373,123.7228,Maia's Beach Resort
645,Lodhran,PK,83.35,clear sky,29.5405,71.6336,Gulshan e khalil
646,Limbang,MY,77.11,overcast clouds,4.75,115.0,Purnama Hotel
650,Japura,ID,74.75,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
652,Jiwani,PK,80.46,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
653,Sotuta,MX,88.32,broken clouds,20.6,-89.0167,"Posada ""Las Palmas"""
654,High Rock,BS,82.56,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
655,Kiunga,PG,71.01,broken clouds,-6.1219,141.2906,Airport Lodge Kiunga
657,Angoche,MZ,76.17,clear sky,-16.2325,39.9086,Guest House HESADA
659,Ugoofaaru,MV,82.62,overcast clouds,5.6667,73.0,Ungoofaaru Inn
660,Dinajpur,BD,75.94,scattered clouds,25.6272,88.6386,Hotel Sahara
662,Kupang,ID,76.86,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
664,Pringsewu,ID,75.4,overcast clouds,-5.3582,104.9744,Urban Style by Front One
667,Bardiyah,LY,71.13,clear sky,31.7561,25.0865,بورتو بردية
668,Anse-Bertrand,GP,87.62,few clouds,16.4721,-61.5078,Le Domharry
670,Salinopolis,BR,83.21,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
673,Napasar,IN,88.43,few clouds,27.9667,73.55,Laxmi Palace
674,Houma,US,86.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
675,Syracuse,IT,71.65,light rain,37.0881,15.2792,Hotel Posta
676,Merrill,US,73.11,overcast clouds,45.1805,-89.6835,Prairie Motel
679,La Concepcion,PA,83.44,broken clouds,8.5167,-82.6167,LA CASA DE TULY
680,Indianola,US,74.91,scattered clouds,41.3581,-93.5574,Quality Inn Indianola
682,Shaunavon,CA,81.93,clear sky,49.6501,-108.4181,Bear's Den Lodge
685,Fukue,JP,76.23,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
686,Porto Santo,PT,71.51,few clouds,33.072,-16.3415,Hotel Porto Santo & Spa
689,Hwange,ZW,81.21,broken clouds,-18.3693,26.5019,Hwange Colliery Guest House
694,Port Keats,AU,78.91,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
696,Nakhon Phanom,TH,74.39,overcast clouds,17.3333,104.4167,ป่ายางรีสอร์ท
701,Maragogi,BR,76.71,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
704,Moyale,KE,75.7,broken clouds,3.5167,39.0584,La Tahzan Guest House
707,Gat,IL,74.08,clear sky,31.61,34.7642,OlusHome
712,Wamba,NG,76.96,light rain,8.9333,8.6,Roma Zee Guest House Annex
713,Buchanan,LR,80.56,scattered clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
715,Iowa City,US,72.46,overcast clouds,41.6611,-91.5302,Hampton Inn Iowa City/University Area
716,Mogwase,ZA,71.92,scattered clouds,-25.185,27.2665,De Skaap Accommodation & Event Venue
718,Tiarei,PF,82.42,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
